GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNHE001,RR7E001,NAME_M,RNHM001,RR7M001
"G4801950","2005-2009",,,"Texas","48","Hansford County","195",,,,,,,,,,,,,,,,,,,,,,,,,,"Hansford County, Texas",46799,62100,"Hansford County, Texas",5441,6089
"G4801970","2005-2009",,,"Texas","48","Hardeman County","197",,,,,,,,,,,,,,,,,,,,,,,,,,"Hardeman County, Texas",36385,44300,"Hardeman County, Texas",6520,7106
"G4801990","2005-2009",,,"Texas","48","Hardin County","199",,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Texas",52515,88100,"Hardin County, Texas",2526,4738
"G4802010","2005-2009",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,,,,,,,,,"Harris County, Texas",50569,130100,"Harris County, Texas",296,539
"G4802030","2005-2009",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",41966,86900,"Harrison County, Texas",2285,3464
"G4802050","2005-2009",,,"Texas","48","Hartley County","205",,,,,,,,,,,,,,,,,,,,,,,,,,"Hartley County, Texas",57083,125000,"Hartley County, Texas",10225,11042
"G4802070","2005-2009",,,"Texas","48","Haskell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,"Haskell County, Texas",32139,36400,"Haskell County, Texas",3764,7875
"G4802090","2005-2009",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,,,,,,,,,"Hays County, Texas",52409,164200,"Hays County, Texas",1806,3099
"G4802110","2005-2009",,,"Texas","48","Hemphill County","211",,,,,,,,,,,,,,,,,,,,,,,,,,"Hemphill County, Texas",60435,94800,"Hemphill County, Texas",12475,13396
"G4802130","2005-2009",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Texas",38632,82700,"Henderson County, Texas",1244,3325
"G4802150","2005-2009",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, Texas",30076,69800,"Hidalgo County, Texas",692,1209
"G4802170","2005-2009",,,"Texas","48","Hill County","217",,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Texas",38159,83300,"Hill County, Texas",2004,3741
"G4802190","2005-2009",,,"Texas","48","Hockley County","219",,,,,,,,,,,,,,,,,,,,,,,,,,"Hockley County, Texas",45384,66300,"Hockley County, Texas",2679,5197
"G4802210","2005-2009",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,,,,,,,,,"Hood County, Texas",52870,141000,"Hood County, Texas",2392,7749
"G4802230","2005-2009",,,"Texas","48","Hopkins County","223",,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Texas",39966,91000,"Hopkins County, Texas",2415,4257
"G4802250","2005-2009",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Texas",31911,65400,"Houston County, Texas",2840,3730
"G4802270","2005-2009",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Texas",36931,54300,"Howard County, Texas",3674,3721
"G4802290","2005-2009",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,"Hudspeth County, Texas",28292,43700,"Hudspeth County, Texas",2834,5590
"G4802310","2005-2009",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,"Hunt County, Texas",42894,88800,"Hunt County, Texas",1757,2883
"G4802330","2005-2009",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, Texas",41703,55700,"Hutchinson County, Texas",2807,5147
"G4802350","2005-2009",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,"Irion County, Texas",43536,71900,"Irion County, Texas",6379,9819
"G4802370","2005-2009",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,"Jack County, Texas",43409,66000,"Jack County, Texas",4189,6009
"G4802390","2005-2009",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Texas",48509,77200,"Jackson County, Texas",3827,4632
"G4802410","2005-2009",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Texas",37020,72900,"Jasper County, Texas",2449,5560
"G4802430","2005-2009",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,"Jeff Davis County, Texas",39550,106100,"Jeff Davis County, Texas",7630,16765
"G4802450","2005-2009",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Texas",41420,84400,"Jefferson County, Texas",931,1545
"G4802470","2005-2009",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Hogg County, Texas",33635,38600,"Jim Hogg County, Texas",5960,10850
"G4802490","2005-2009",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Wells County, Texas",32816,63800,"Jim Wells County, Texas",2942,3015
"G4802510","2005-2009",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Texas",53444,109700,"Johnson County, Texas",1553,2264
"G4802530","2005-2009",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Texas",40947,48400,"Jones County, Texas",2619,3647
"G4802550","2005-2009",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,"Karnes County, Texas",35101,67000,"Karnes County, Texas",6656,7277
"G4802570","2005-2009",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,"Kaufman County, Texas",55857,125100,"Kaufman County, Texas",2575,3272
"G4802590","2005-2009",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Texas",68389,227500,"Kendall County, Texas",6013,16185
"G4802610","2005-2009",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,"Kenedy County, Texas",25417,79400,"Kenedy County, Texas",32301,127231
"G4802630","2005-2009",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Texas",38092,57000,"Kent County, Texas",7663,10417
"G4802650","2005-2009",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,"Kerr County, Texas",43371,126600,"Kerr County, Texas",2376,6253
"G4802670","2005-2009",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,"Kimble County, Texas",42188,91000,"Kimble County, Texas",5440,23523
"G4802690","2005-2009",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Texas",48182,87100,"King County, Texas",10729,159684
"G4802710","2005-2009",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,"Kinney County, Texas",24024,46600,"Kinney County, Texas",6191,6077
"G4802730","2005-2009",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,"Kleberg County, Texas",34652,70600,"Kleberg County, Texas",6566,4608
"G4802750","2005-2009",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Texas",31926,39900,"Knox County, Texas",3170,3329
"G4802770","2005-2009",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Texas",37029,77800,"Lamar County, Texas",1593,2839
"G4802790","2005-2009",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,"Lamb County, Texas",35716,51400,"Lamb County, Texas",3408,3509
"G4802810","2005-2009",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,"Lampasas County, Texas",44301,112700,"Lampasas County, Texas",4591,8802
"G4802830","2005-2009",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,"La Salle County, Texas",31838,29500,"La Salle County, Texas",4401,7841
"G4802850","2005-2009",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,"Lavaca County, Texas",41696,81200,"Lavaca County, Texas",3109,5963
"G4802870","2005-2009",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Texas",45161,106600,"Lee County, Texas",4750,9217
"G4802890","2005-2009",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,"Leon County, Texas",38067,79300,"Leon County, Texas",3111,6915
"G4802910","2005-2009",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",44730,77900,"Liberty County, Texas",1955,3270
"G4802930","2005-2009",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Texas",39119,72600,"Limestone County, Texas",2994,3880
"G4802950","2005-2009",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,"Lipscomb County, Texas",48646,67200,"Lipscomb County, Texas",4814,4647
"G4802970","2005-2009",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,"Live Oak County, Texas",41652,78600,"Live Oak County, Texas",4788,5648
"G4802990","2005-2009",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,"Llano County, Texas",42381,132000,"Llano County, Texas",3704,12925
"G4803010","2005-2009",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,"Loving County, Texas",81328,79200,"Loving County, Texas",3022,145841
"G4803030","2005-2009",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,,,,,,,,,"Lubbock County, Texas",40467,97700,"Lubbock County, Texas",1222,1181
"G4803050","2005-2009",,,"Texas","48","Lynn County","305",,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn County, Texas",39148,55300,"Lynn County, Texas",8634,5832
"G4803070","2005-2009",,,"Texas","48","McCulloch County","307",,,,,,,,,,,,,,,,,,,,,,,,,,"McCulloch County, Texas",36495,71200,"McCulloch County, Texas",6840,11418
"G4803090","2005-2009",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,,,,,,,,,"McLennan County, Texas",40038,97200,"McLennan County, Texas",1086,1762
"G4803110","2005-2009",,,"Texas","48","McMullen County","311",,,,,,,,,,,,,,,,,,,,,,,,,,"McMullen County, Texas",40550,81100,"McMullen County, Texas",7986,21611
"G4803130","2005-2009",,,"Texas","48","Madison County","313",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Texas",33952,82700,"Madison County, Texas",5710,10215
"G4803150","2005-2009",,,"Texas","48","Marion County","315",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Texas",30385,55800,"Marion County, Texas",2775,3356
"G4803170","2005-2009",,,"Texas","48","Martin County","317",,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Texas",37463,77100,"Martin County, Texas",9796,7974
"G4803190","2005-2009",,,"Texas","48","Mason County","319",,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Texas",37847,130300,"Mason County, Texas",5987,22555
"G4803210","2005-2009",,,"Texas","48","Matagorda County","321",,,,,,,,,,,,,,,,,,,,,,,,,,"Matagorda County, Texas",40307,74200,"Matagorda County, Texas",2207,5224
"G4803230","2005-2009",,,"Texas","48","Maverick County","323",,,,,,,,,,,,,,,,,,,,,,,,,,"Maverick County, Texas",30123,75600,"Maverick County, Texas",3000,2776
"G4803250","2005-2009",,,"Texas","48","Medina County","325",,,,,,,,,,,,,,,,,,,,,,,,,,"Medina County, Texas",46348,93100,"Medina County, Texas",3059,6666
"G4803270","2005-2009",,,"Texas","48","Menard County","327",,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Texas",31016,60700,"Menard County, Texas",12206,17693
"G4803290","2005-2009",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Texas",52611,109600,"Midland County, Texas",1791,3260
"G4803310","2005-2009",,,"Texas","48","Milam County","331",,,,,,,,,,,,,,,,,,,,,,,,,,"Milam County, Texas",37565,81100,"Milam County, Texas",1834,4660
"G4803330","2005-2009",,,"Texas","48","Mills County","333",,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Texas",34019,91700,"Mills County, Texas",5988,12461
"G4803350","2005-2009",,,"Texas","48","Mitchell County","335",,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Texas",43009,56300,"Mitchell County, Texas",4072,5422
"G4803370","2005-2009",,,"Texas","48","Montague County","337",,,,,,,,,,,,,,,,,,,,,,,,,,"Montague County, Texas",41677,78500,"Montague County, Texas",2804,4296
"G4803390","2005-2009",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Texas",64971,152200,"Montgomery County, Texas",1136,2349
"G4803410","2005-2009",,,"Texas","48","Moore County","341",,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, Texas",41862,75500,"Moore County, Texas",2180,4933
"G4803430","2005-2009",,,"Texas","48","Morris County","343",,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, Texas",37173,75100,"Morris County, Texas",3588,6911
"G4803450","2005-2009",,,"Texas","48","Motley County","345",,,,,,,,,,,,,,,,,,,,,,,,,,"Motley County, Texas",33250,48900,"Motley County, Texas",5865,4443
"G4803470","2005-2009",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,"Nacogdoches County, Texas",32487,85700,"Nacogdoches County, Texas",1785,3977
"G4803490","2005-2009",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,"Navarro County, Texas",39555,77700,"Navarro County, Texas",2092,3317
"G4803510","2005-2009",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Texas",36611,56100,"Newton County, Texas",4709,4561
"G4803530","2005-2009",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,"Nolan County, Texas",37481,49500,"Nolan County, Texas",2917,4215
"G4803550","2005-2009",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,"Nueces County, Texas",42356,96600,"Nueces County, Texas",1030,1538
"G4803570","2005-2009",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,"Ochiltree County, Texas",48662,77800,"Ochiltree County, Texas",4600,7481
"G4803590","2005-2009",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Texas",48214,78800,"Oldham County, Texas",5984,6145
"G4803610","2005-2009",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",45608,78700,"Orange County, Texas",2320,2243
"G4803630","2005-2009",,,"Texas","48","Palo Pinto County","363",,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Pinto County, Texas",39300,75000,"Palo Pinto County, Texas",2101,5973
"G4803650","2005-2009",,,"Texas","48","Panola County","365",,,,,,,,,,,,,,,,,,,,,,,,,,"Panola County, Texas",41309,74600,"Panola County, Texas",2735,6247
"G4803670","2005-2009",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,,,,,,,,,"Parker County, Texas",61415,138900,"Parker County, Texas",1803,5070
"G4803690","2005-2009",,,"Texas","48","Parmer County","369",,,,,,,,,,,,,,,,,,,,,,,,,,"Parmer County, Texas",36698,87100,"Parmer County, Texas",3239,6375
"G4803710","2005-2009",,,"Texas","48","Pecos County","371",,,,,,,,,,,,,,,,,,,,,,,,,,"Pecos County, Texas",34466,45000,"Pecos County, Texas",2821,4842
"G4803730","2005-2009",,,"Texas","48","Polk County","373",,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Texas",32026,64600,"Polk County, Texas",1847,4114
"G4803750","2005-2009",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, Texas",34827,77900,"Potter County, Texas",1134,2214
"G4803770","2005-2009",,,"Texas","48","Presidio County","377",,,,,,,,,,,,,,,,,,,,,,,,,,"Presidio County, Texas",29492,54900,"Presidio County, Texas",6237,7780
"G4803790","2005-2009",,,"Texas","48","Rains County","379",,,,,,,,,,,,,,,,,,,,,,,,,,"Rains County, Texas",40873,84600,"Rains County, Texas",6188,8846
"G4803810","2005-2009",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,,,,,,,,,"Randall County, Texas",54311,125900,"Randall County, Texas",1302,2539
"G4803830","2005-2009",,,"Texas","48","Reagan County","383",,,,,,,,,,,,,,,,,,,,,,,,,,"Reagan County, Texas",51619,56100,"Reagan County, Texas",2756,10528
"G4803850","2005-2009",,,"Texas","48","Real County","385",,,,,,,,,,,,,,,,,,,,,,,,,,"Real County, Texas",29796,73300,"Real County, Texas",3620,9650
"G4803870","2005-2009",,,"Texas","48","Red River County","387",,,,,,,,,,,,,,,,,,,,,,,,,,"Red River County, Texas",38053,53800,"Red River County, Texas",1638,4917
"G4803890","2005-2009",,,"Texas","48","Reeves County","389",,,,,,,,,,,,,,,,,,,,,,,,,,"Reeves County, Texas",33569,29400,"Reeves County, Texas",5053,3727
"G4803910","2005-2009",,,"Texas","48","Refugio County","391",,,,,,,,,,,,,,,,,,,,,,,,,,"Refugio County, Texas",39914,65400,"Refugio County, Texas",4834,5850
"G4803930","2005-2009",,,"Texas","48","Roberts County","393",,,,,,,,,,,,,,,,,,,,,,,,,,"Roberts County, Texas",59097,102100,"Roberts County, Texas",17374,22086
"G4803950","2005-2009",,,"Texas","48","Robertson County","395",,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Texas",37941,73900,"Robertson County, Texas",3603,4723
"G4803970","2005-2009",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",80193,183200,"Rockwall County, Texas",2069,4311
"G4803990","2005-2009",,,"Texas","48","Runnels County","399",,,,,,,,,,,,,,,,,,,,,,,,,,"Runnels County, Texas",37980,56900,"Runnels County, Texas",2837,6472
"G4804010","2005-2009",,,"Texas","48","Rusk County","401",,,,,,,,,,,,,,,,,,,,,,,,,,"Rusk County, Texas",44071,86000,"Rusk County, Texas",2054,4170
"G4804030","2005-2009",,,"Texas","48","Sabine County","403",,,,,,,,,,,,,,,,,,,,,,,,,,"Sabine County, Texas",32139,60500,"Sabine County, Texas",2797,6609
"G4804050","2005-2009",,,"Texas","48","San Augustine County","405",,,,,,,,,,,,,,,,,,,,,,,,,,"San Augustine County, Texas",26660,65600,"San Augustine County, Texas",1979,3944
"G4804070","2005-2009",,,"Texas","48","San Jacinto County","407",,,,,,,,,,,,,,,,,,,,,,,,,,"San Jacinto County, Texas",42043,73100,"San Jacinto County, Texas",2876,4371
"G4804090","2005-2009",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,,,,,,,,,"San Patricio County, Texas",43748,88700,"San Patricio County, Texas",2137,3926
"G4804110","2005-2009",,,"Texas","48","San Saba County","411",,,,,,,,,,,,,,,,,,,,,,,,,,"San Saba County, Texas",35549,70500,"San Saba County, Texas",4946,7152
"G4804130","2005-2009",,,"Texas","48","Schleicher County","413",,,,,,,,,,,,,,,,,,,,,,,,,,"Schleicher County, Texas",52872,67500,"Schleicher County, Texas",4253,5175
"G4804150","2005-2009",,,"Texas","48","Scurry County","415",,,,,,,,,,,,,,,,,,,,,,,,,,"Scurry County, Texas",39665,64600,"Scurry County, Texas",3022,4016
"G4804170","2005-2009",,,"Texas","48","Shackelford County","417",,,,,,,,,,,,,,,,,,,,,,,,,,"Shackelford County, Texas",44429,63300,"Shackelford County, Texas",3400,5872
"G4804190","2005-2009",,,"Texas","48","Shelby County","419",,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Texas",31866,60800,"Shelby County, Texas",2911,6537
"G4804210","2005-2009",,,"Texas","48","Sherman County","421",,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Texas",40231,70600,"Sherman County, Texas",6066,8063
"G4804230","2005-2009",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Texas",45447,113500,"Smith County, Texas",1222,2429
"G4804250","2005-2009",,,"Texas","48","Somervell County","425",,,,,,,,,,,,,,,,,,,,,,,,,,"Somervell County, Texas",48566,137200,"Somervell County, Texas",9229,21540
"G4804270","2005-2009",,,"Texas","48","Starr County","427",,,,,,,,,,,,,,,,,,,,,,,,,,"Starr County, Texas",21512,52400,"Starr County, Texas",1990,2637
"G4804290","2005-2009",,,"Texas","48","Stephens County","429",,,,,,,,,,,,,,,,,,,,,,,,,,"Stephens County, Texas",34663,59600,"Stephens County, Texas",4287,9842
"G4804310","2005-2009",,,"Texas","48","Sterling County","431",,,,,,,,,,,,,,,,,,,,,,,,,,"Sterling County, Texas",38750,58800,"Sterling County, Texas",6116,7529
"G4804330","2005-2009",,,"Texas","48","Stonewall County","433",,,,,,,,,,,,,,,,,,,,,,,,,,"Stonewall County, Texas",46121,53400,"Stonewall County, Texas",4843,9024
"G4804350","2005-2009",,,"Texas","48","Sutton County","435",,,,,,,,,,,,,,,,,,,,,,,,,,"Sutton County, Texas",54557,67600,"Sutton County, Texas",5785,6390
"G4804370","2005-2009",,,"Texas","48","Swisher County","437",,,,,,,,,,,,,,,,,,,,,,,,,,"Swisher County, Texas",35060,58500,"Swisher County, Texas",5305,5291
"G4804390","2005-2009",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,,,,,,,,,"Tarrant County, Texas",54647,131500,"Tarrant County, Texas",418,729
"G4804410","2005-2009",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Texas",40363,82400,"Taylor County, Texas",1495,2099
"G4804430","2005-2009",,,"Texas","48","Terrell County","443",,,,,,,,,,,,,,,,,,,,,,,,,,"Terrell County, Texas",35900,51400,"Terrell County, Texas",12316,9945
"G4804450","2005-2009",,,"Texas","48","Terry County","445",,,,,,,,,,,,,,,,,,,,,,,,,,"Terry County, Texas",34310,58600,"Terry County, Texas",4466,7010
"G4804470","2005-2009",,,"Texas","48","Throckmorton County","447",,,,,,,,,,,,,,,,,,,,,,,,,,"Throckmorton County, Texas",34239,46400,"Throckmorton County, Texas",5220,7215
"G4804490","2005-2009",,,"Texas","48","Titus County","449",,,,,,,,,,,,,,,,,,,,,,,,,,"Titus County, Texas",39750,87300,"Titus County, Texas",1454,3056
"G4804510","2005-2009",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,,,,,,,,,"Tom Green County, Texas",40753,83300,"Tom Green County, Texas",1475,2353
"G4804530","2005-2009",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,,,,,,,,,"Travis County, Texas",54044,191700,"Travis County, Texas",496,1925
"G4804550","2005-2009",,,"Texas","48","Trinity County","455",,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, Texas",36519,72500,"Trinity County, Texas",2872,4818
"G4804570","2005-2009",,,"Texas","48","Tyler County","457",,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler County, Texas",33548,74500,"Tyler County, Texas",2809,4677
"G4804590","2005-2009",,,"Texas","48","Upshur County","459",,,,,,,,,,,,,,,,,,,,,,,,,,"Upshur County, Texas",42256,82800,"Upshur County, Texas",2237,3686
"G4804610","2005-2009",,,"Texas","48","Upton County","461",,,,,,,,,,,,,,,,,,,,,,,,,,"Upton County, Texas",42940,33200,"Upton County, Texas",6301,7511
"G4804630","2005-2009",,,"Texas","48","Uvalde County","463",,,,,,,,,,,,,,,,,,,,,,,,,,"Uvalde County, Texas",32331,63500,"Uvalde County, Texas",2442,4716
"G4804650","2005-2009",,,"Texas","48","Val Verde County","465",,,,,,,,,,,,,,,,,,,,,,,,,,"Val Verde County, Texas",34150,77300,"Val Verde County, Texas",2304,3734
"G4804670","2005-2009",,,"Texas","48","Van Zandt County","467",,,,,,,,,,,,,,,,,,,,,,,,,,"Van Zandt County, Texas",42271,91400,"Van Zandt County, Texas",1605,4225
"G4804690","2005-2009",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,,,,,,,,,"Victoria County, Texas",45859,92000,"Victoria County, Texas",1874,2746
"G4804710","2005-2009",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Texas",34214,97500,"Walker County, Texas",3090,5519
"G4804730","2005-2009",,,"Texas","48","Waller County","473",,,,,,,,,,,,,,,,,,,,,,,,,,"Waller County, Texas",43865,109300,"Waller County, Texas",3897,6787
"G4804750","2005-2009",,,"Texas","48","Ward County","475",,,,,,,,,,,,,,,,,,,,,,,,,,"Ward County, Texas",40514,41300,"Ward County, Texas",2736,5639
"G4804770","2005-2009",,,"Texas","48","Washington County","477",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Texas",43791,132800,"Washington County, Texas",4157,7891
"G4804790","2005-2009",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,,,,,,,,,"Webb County, Texas",35964,99000,"Webb County, Texas",890,2042
"G4804810","2005-2009",,,"Texas","48","Wharton County","481",,,,,,,,,,,,,,,,,,,,,,,,,,"Wharton County, Texas",42695,81900,"Wharton County, Texas",2800,4505
"G4804830","2005-2009",,,"Texas","48","Wheeler County","483",,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Texas",40603,61700,"Wheeler County, Texas",4632,6464
"G4804850","2005-2009",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,,,,,,,,,"Wichita County, Texas",42999,85000,"Wichita County, Texas",1217,1716
"G4804870","2005-2009",,,"Texas","48","Wilbarger County","487",,,,,,,,,,,,,,,,,,,,,,,,,,"Wilbarger County, Texas",36338,55200,"Wilbarger County, Texas",2788,5537
"G4804890","2005-2009",,,"Texas","48","Willacy County","489",,,,,,,,,,,,,,,,,,,,,,,,,,"Willacy County, Texas",22747,42300,"Willacy County, Texas",2371,3643
"G4804910","2005-2009",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Texas",69406,168500,"Williamson County, Texas",1150,1410
"G4804930","2005-2009",,,"Texas","48","Wilson County","493",,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Texas",59347,114100,"Wilson County, Texas",2206,6403
"G4804950","2005-2009",,,"Texas","48","Winkler County","495",,,,,,,,,,,,,,,,,,,,,,,,,,"Winkler County, Texas",40074,37400,"Winkler County, Texas",4684,4171
"G4804970","2005-2009",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,,,,,,,,,"Wise County, Texas",55703,116200,"Wise County, Texas",2203,4760
"G4804990","2005-2009",,,"Texas","48","Wood County","499",,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, Texas",39480,90000,"Wood County, Texas",1872,4718
"G4805010","2005-2009",,,"Texas","48","Yoakum County","501",,,,,,,,,,,,,,,,,,,,,,,,,,"Yoakum County, Texas",48235,57500,"Yoakum County, Texas",4324,7431
"G4805030","2005-2009",,,"Texas","48","Young County","503",,,,,,,,,,,,,,,,,,,,,,,,,,"Young County, Texas",38195,66100,"Young County, Texas",3747,5232
"G4805050","2005-2009",,,"Texas","48","Zapata County","505",,,,,,,,,,,,,,,,,,,,,,,,,,"Zapata County, Texas",20525,39800,"Zapata County, Texas",2985,7565
